State,Place,City,ImageName
andhra-pradesh,Konda Reddy Fort,Kurnool,andhra-pradesh_kurnool_konda_reddy_fort.jpg
himachal-pradesh,Craignano Nature Park,Shimla,himachal-pradesh_shimla_craignano_nature_park.jpg
himachal-pradesh,Naldehra,Shimla,himachal-pradesh_shimla_naldehra.jpg
tamil-nadu,Government Museum,Chennai,tamil-nadu_chennai_government_museum.jpg
himachal-pradesh,Chhitkul,Shimla,himachal-pradesh_shimla_chhitkul.jpg
karnataka,Kudroli Temple,Mangalore,karnataka_mangalore_kudroli_temple.jpg
karnataka,Milagres Church,Mangalore,karnataka_mangalore_milagres_church.jpg
tripura,Sepahijala Wildlife Sanctuary,Agartala,tripura_agartala_sepahijala_wildlife_sanctuary.jpg
tripura,Tripura Sundari Temple,Agartala,tripura_agartala_tripura_sundari_temple.jpg
tripura,Neermahal,Agartala,tripura_agartala_neermahal.jpg
kerala,Kollam Beach,Kollam,kerala_kollam_kollam_beach.jpg
uttar-pradesh,Rajghat,Varanasi,uttar-pradesh_varanasi_rajghat.jpg
uttar-pradesh,Kaimoor Wildlife Sanctuary,Varanasi,uttar-pradesh_varanasi_kaimoor_wildlife_sanctuary.jpg
uttar-pradesh,Chunar,Varanasi,uttar-pradesh_varanasi_chunar.jpg
uttar-pradesh,Tulsi Manas Mandir,Varanasi,uttar-pradesh_varanasi_tulsi_manas_mandir.jpg
karnataka,Kalgi,Kalaburagi,karnataka_kalaburagi_kalgi.jpg
karnataka,Mannur,Kalaburagi,karnataka_kalaburagi_mannur.jpg
jharkhand,Baba Baidyanath Dham,Deoghar,jharkhand_deoghar_baba_baidyanath_dham.jpg
karnataka,Jevargi,Kalaburagi,karnataka_kalaburagi_jevargi.jpg
karnataka,Chincholi Wildlife Sanctuary,Kalaburagi,karnataka_kalaburagi_chincholi_wildlife_sanctuary.jpg
karnataka,Buddha Vihar,Kalaburagi,karnataka_kalaburagi_buddha_vihar.jpg
karnataka,Malkheda Fort,Kalaburagi,karnataka_kalaburagi_malkheda_fort.jpg
jharkhand,Naulakha Mandir,Deoghar,jharkhand_deoghar_naulakha_mandir.jpg
karnataka,Gurudwara Sri Guru Nanak Math,Kalaburagi,karnataka_kalaburagi_gurudwara_sri_guru_nanak_math.jpg
karnataka,Uttaradi Matha,Kalaburagi,karnataka_kalaburagi_uttaradi_matha.jpg
jharkhand,Rikhiapeeth,Deoghar,jharkhand_deoghar_rikhiapeeth.jpg
karnataka,Tomb of Khwaja Bande Nawaz,Kalaburagi,karnataka_kalaburagi_tomb_of_khwaja_bande_nawaz.jpg
karnataka,Sedam,Kalaburagi,karnataka_kalaburagi_sedam.jpg
rajasthan,Padmini Garden,Chittorgarh,rajasthan_chittorgarh_padmini_garden.jpg
rajasthan,Bhamashah Ki Haveli,Chittorgarh,rajasthan_chittorgarh_bhamashah_ki_haveli.jpg
karnataka,Kodachadri Hills,Mangalore,karnataka_mangalore_kodachadri_hills.jpg
karnataka,Sultan Batheri  Watchtower,Mangalore,karnataka_mangalore_sultan_batheri_watchtower.jpg
karnataka,Kateel Durga Parameshwari Temple,Mangalore,karnataka_mangalore_kateel_durga_parameshwari_temple.jpg
karnataka,"Sri Krishna Temple, Udupi",Mangalore,karnataka_mangalore_sri_krishna_temple_udupi.jpg
delhi,Shankar's International Dolls Museum,Delhi,delhi_delhi_shankars_international_dolls_museum.jpg
gujarat,Sabarmati Gandhi Ashram,Ahmedabad,gujarat_ahmedabad_sabarmati_gandhi_ashram.jpg
gujarat,Lothal,Ahmedabad,gujarat_ahmedabad_lothal.jpg
karnataka,Yadahalli Chinkara Wildlife Sanctuary,Bagalkote,karnataka_bagalkote_yadahalli_chinkara_wildlife_sanctuary.jpg
uttar-pradesh,The National Chambal Sanctuary,Agra,uttar-pradesh_agra_the_national_chambal_sanctuary.jpg
uttar-pradesh,Soor Sarovar Bird Sanctuary,Agra,uttar-pradesh_agra_soor_sarovar_bird_sanctuary.jpg
delhi,National war memorial,Delhi,delhi_delhi_national_war_memorial.jpg
odisha,Odisha State Maritime Museum,Cuttack,odisha_cuttack_odisha_state_maritime_museum.jpg
uttar-pradesh,Mehtab Bagh,Agra,uttar-pradesh_agra_mehtab_bagh.jpg
uttar-pradesh,Taj Mahal,Agra,uttar-pradesh_agra_taj_mahal.jpg
kerala,Thangassery Light House,Kollam,kerala_kollam_thangassery_light_house.jpg
uttar-pradesh,Ram Bagh,Agra,uttar-pradesh_agra_ram_bagh.jpg
tamil-nadu,Udayagiri Fort,Kanniyakumari,tamil-nadu_kanniyakumari_udayagiri_fort.jpg
kerala,Sree Padmanabhaswamy Temple,Thiruvananthapuram,kerala_thiruvananthapuram_sree_padmanabhaswamy_temple.jpg
tamil-nadu,Vattakottai Fort,Kanniyakumari,tamil-nadu_kanniyakumari_vattakottai_fort.jpg
tamil-nadu,Koonthankulam Bird Sanctuary,Kanniyakumari,tamil-nadu_kanniyakumari_koonthankulam_bird_sanctuary.jpg
tamil-nadu,Gandhi Memorial,Kanniyakumari,tamil-nadu_kanniyakumari_gandhi_memorial.jpg
tamil-nadu,Kamarajar Manimandapam,Kanniyakumari,tamil-nadu_kanniyakumari_kamarajar_manimandapam.jpg
tamil-nadu,Vivekananda Rock Memorial,Kanniyakumari,tamil-nadu_kanniyakumari_vivekananda_rock_memorial.jpg
tamil-nadu,Padmanabhapuram Palace,Kanniyakumari,tamil-nadu_kanniyakumari_padmanabhapuram_palace.jpg
tamil-nadu,Thiruvalluvar Statue,Kanniyakumari,tamil-nadu_kanniyakumari_thiruvalluvar_statue.jpg
tamil-nadu,Kumari Amman Temple,Kanniyakumari,tamil-nadu_kanniyakumari_kumari_amman_temple.jpg
tamil-nadu,Mayapuri Wonder Wax Museum,Kanniyakumari,tamil-nadu_kanniyakumari_mayapuri_wonder_wax_museum.jpg
madhya-pradesh,Lakshmi Narayan Temple,Bhopal,madhya-pradesh_bhopal_lakshmi_narayan_temple.jpg
kerala,Ariyannur Temple,Thrissur,kerala_thrissur_ariyannur_temple.jpg
kerala,Guruvayur Sri Krishna Temple,Thrissur,kerala_thrissur_guruvayur_sri_krishna_temple.jpg
kerala,The Heritage Garden,Thrissur,kerala_thrissur_the_heritage_garden.jpg
madhya-pradesh,Jama Masjid,Bhopal,madhya-pradesh_bhopal_jama_masjid.jpg
kerala,The Vadakkumnathan Temple,Thrissur,kerala_thrissur_the_vadakkumnathan_temple.jpg
kerala,The Thrissur Zoo and State Museum,Thrissur,kerala_thrissur_the_thrissur_zoo_and_state_museum.jpg
jharkhand,Biodiversity Park,Ranchi,jharkhand_ranchi_biodiversity_park.jpg
kerala,Koyikkal Palace,Thiruvananthapuram,kerala_thiruvananthapuram_koyikkal_palace.jpg
karnataka,Nanjundeshwara Temple,Mysuru,karnataka_mysuru_nanjundeshwara_temple.jpg
karnataka,Folklore Museum,Mysuru,karnataka_mysuru_folklore_museum.jpg
jharkhand,Dassam Falls,Ranchi,jharkhand_ranchi_dassam_falls.jpg
karnataka,Mysuru Zoo,Mysuru,karnataka_mysuru_mysuru_zoo.jpg
karnataka,Somnathpur Temple,Mysuru,karnataka_mysuru_somnathpur_temple.jpg
jharkhand,Sita Falls,Ranchi,jharkhand_ranchi_sita_falls.jpg
jharkhand,Massanjore Dam,Ranchi,jharkhand_ranchi_massanjore_dam.jpg
karnataka,Lalith Mahal Palace,Mysuru,karnataka_mysuru_lalith_mahal_palace.jpg
karnataka,Namdroling Monastery,Mysuru,karnataka_mysuru_namdroling_monastery.jpg
jharkhand,Betla National Park,Ranchi,jharkhand_ranchi_betla_national_park.jpg
karnataka,Sri Nandi Temple,Mysuru,karnataka_mysuru_sri_nandi_temple.jpg
punjab,Jang-e-Azadi Memorial Jalandhar,Jalandhar,punjab_jalandhar_jang-e-azadi_memorial_jalandhar.jpg
bihar,Patan Devi Mandir,Patna,bihar_patna_patan_devi_mandir.jpg
karnataka,Gumbad Darwaza and Sharza Darwaza,Bidar,karnataka_bidar_gumbad_darwaza_and_sharza_darwaza.jpg
karnataka,Bhalki Fort,Bidar,karnataka_bidar_bhalki_fort.jpg
karnataka,Papnash Shiva Temple,Bidar,karnataka_bidar_papnash_shiva_temple.jpg
karnataka,Chaubara,Bidar,karnataka_bidar_chaubara.jpg
karnataka,Takht Mahal,Bidar,karnataka_bidar_takht_mahal.jpg
karnataka,Tarkash Mahal,Bidar,karnataka_bidar_tarkash_mahal.jpg
karnataka,Mahmud Gawan Madrasa,Bidar,karnataka_bidar_mahmud_gawan_madrasa.jpg
karnataka,Kalyani Chalukya Temple,Bidar,karnataka_bidar_kalyani_chalukya_temple.jpg
karnataka,Guru Nanak Jhira,Bidar,karnataka_bidar_guru_nanak_jhira.jpg
karnataka,Bidar Fort,Bidar,karnataka_bidar_bidar_fort.jpg
karnataka,Basavakalyana Fort,Bidar,karnataka_bidar_basavakalyana_fort.jpg
karnataka,Bahmani Tombs,Bidar,karnataka_bidar_bahmani_tombs.jpg
gujarat,Sarthana National Park,Surat,gujarat_surat_sarthana_national_park.jpg
gujarat,Surat Castle,Surat,gujarat_surat_surat_castle.jpg
gujarat,Purna Wildlife Sanctuary,Surat,gujarat_surat_purna_wildlife_sanctuary.jpg
chhattisgarh,Nandanvan Garden,Raipur,chhattisgarh_raipur_nandanvan_garden.jpg
chhattisgarh,Udanti Sanctuary,Raipur,chhattisgarh_raipur_udanti_sanctuary.jpg
karnataka,Lower Shivalaya,Badami,karnataka_badami_lower_shivalaya.jpg
madhya-pradesh,Bhimbetka Rock Shelters,Bhopal,madhya-pradesh_bhopal_bhimbetka_rock_shelters.jpg
kerala,Athirappilly Waterfalls,Thrissur,kerala_thrissur_athirappilly_waterfalls.jpg
kerala,Napier Museum,Thiruvananthapuram,kerala_thiruvananthapuram_napier_museum.jpg
kerala,Kanakakkunnu Palace,Thiruvananthapuram,kerala_thiruvananthapuram_kanakakkunnu_palace.jpg
kerala,Agasthyavanam Biological Park,Thiruvananthapuram,kerala_thiruvananthapuram_agasthyavanam_biological_park.jpg
kerala,Anjengo Fort,Thiruvananthapuram,kerala_thiruvananthapuram_anjengo_fort.jpg
kerala,Poovar Beach,Thiruvananthapuram,kerala_thiruvananthapuram_poovar_beach.jpg
kerala,Ponmudi,Thiruvananthapuram,kerala_thiruvananthapuram_ponmudi.jpg
kerala,Kovalam Beach,Thiruvananthapuram,kerala_thiruvananthapuram_kovalam_beach.jpg
kerala,Sree Udiyanoor Devi Temple,Thiruvananthapuram,kerala_thiruvananthapuram_sree_udiyanoor_devi_temple.jpg
kerala,Kilimanoor Palace,Thiruvananthapuram,kerala_thiruvananthapuram_kilimanoor_palace.jpg
kerala,Elephant Rehabilitation Centre,Thiruvananthapuram,kerala_thiruvananthapuram_elephant_rehabilitation_centre.jpg
kerala,Kerala Legislative Assembly Museum,Thiruvananthapuram,kerala_thiruvananthapuram_kerala_legislative_assembly_museum.jpg
kerala,Peppara Wildlife Sanctuary,Thiruvananthapuram,kerala_thiruvananthapuram_peppara_wildlife_sanctuary.jpg
punjab,St. Mary's Cathedral Church,Jalandhar,punjab_jalandhar_st._marys_cathedral_church.jpg
punjab,Devi Talab Temple,Jalandhar,punjab_jalandhar_devi_talab_temple.jpg
punjab,Baba Harballabh Ji,Jalandhar,punjab_jalandhar_baba_harballabh_ji.jpg
andhra-pradesh,Talakona Waterfall,Tirupati,andhra-pradesh_tirupati_talakona_waterfall.jpg
andhra-pradesh,Srikalahasti Temple,Tirupati,andhra-pradesh_tirupati_srikalahasti_temple.jpg
karnataka,Pattadakal,Badami,karnataka_badami_pattadakal.jpg
karnataka,Mahakuta Temples,Badami,karnataka_badami_mahakuta_temples.jpg
madhya-pradesh,Moti Masjid,Bhopal,madhya-pradesh_bhopal_moti_masjid.jpg
madhya-pradesh,Taj-ul-Masjid,Bhopal,madhya-pradesh_bhopal_taj-ul-masjid.jpg
karnataka,Aihole,Badami,karnataka_badami_aihole.jpg
kerala,Mount Carmel Church,Munnar,kerala_munnar_mount_carmel_church.jpg
chhattisgarh,Kaivalya Dham Jain Temple,Raipur,chhattisgarh_raipur_kaivalya_dham_jain_temple.jpg
chhattisgarh,Mahant Ghasi Memorial Museum,Raipur,chhattisgarh_raipur_mahant_ghasi_memorial_museum.jpg
madhya-pradesh,Rani Kamlapati Palace,Bhopal,madhya-pradesh_bhopal_rani_kamlapati_palace.jpg
madhya-pradesh,Udayagiri Caves,Bhopal,madhya-pradesh_bhopal_udayagiri_caves.jpg
karnataka,Badami Fort,Badami,karnataka_badami_badami_fort.jpg
madhya-pradesh,Gohar Mahal,Bhopal,madhya-pradesh_bhopal_gohar_mahal.jpg
jharkhand,Sundar Dam East Region,Ranchi,jharkhand_ranchi_sundar_dam_east_region.jpg
jharkhand,Suga Bandh Waterfall,Ranchi,jharkhand_ranchi_suga_bandh_waterfall.jpg
karnataka,Mallikarjuna Temple,Badami,karnataka_badami_mallikarjuna_temple.jpg
karnataka,Banashankari Temple,Badami,karnataka_badami_banashankari_temple.jpg
karnataka,Malegitti Shivalaya Fort,Badami,karnataka_badami_malegitti_shivalaya_fort.jpg
karnataka,Archaeological Museum,Badami,karnataka_badami_archaeological_museum.jpg
madhya-pradesh,Shaurya Smarak,Bhopal,madhya-pradesh_bhopal_shaurya_smarak.jpg
madhya-pradesh,Indira Gandhi Rashtriya Manav Sangrahalaya,Bhopal,madhya-pradesh_bhopal_indira_gandhi_rashtriya_manav_sangrahalaya.jpg
madhya-pradesh,Sanchi Stupa,Bhopal,madhya-pradesh_bhopal_sanchi_stupa.jpg
kerala,Sambranikodi Island,Kollam,kerala_kollam_sambranikodi_island.jpg
bihar,Maner Sharif Dargah,Patna,bihar_patna_maner_sharif_dargah.jpg
bihar,Srikrishna Science Centre,Patna,bihar_patna_srikrishna_science_centre.jpg
bihar,Adi Chitragupt Mandir,Patna,bihar_patna_adi_chitragupt_mandir.jpg
kerala,Jatayuppara Sree Kodanda Rama Temple,Kollam,kerala_kollam_jatayuppara_sree_kodanda_rama_temple.jpg
bihar,Kumhrar,Patna,bihar_patna_kumhrar.jpg
bihar,Bihar Museum,Patna,bihar_patna_bihar_museum.jpg
tamil-nadu,Sri Ramanathaswamy Temple,Rameswaram,tamil-nadu_rameswaram_sri_ramanathaswamy_temple.jpg
uttarakhand,Har Ki Pauri,Haridwar,uttarakhand_haridwar_har_ki_pauri.jpg
jharkhand,State Museum,Ranchi,jharkhand_ranchi_state_museum.jpg
jharkhand,Marshli Pahar,Ranchi,jharkhand_ranchi_marshli_pahar.jpg
jharkhand,Lodh Waterfalls,Ranchi,jharkhand_ranchi_lodh_waterfalls.jpg
chhattisgarh,Kanan Pendari Zoological park and Botanical Garden,Bilaspur,chhattisgarh_bilaspur_kanan_pendari_zoological_park_and_botanical_garden.jpg
mizoram,Lianchhiari Lunglen Tlang,Champhai,mizoram_champhai_lianchhiari_lunglen_tlang.jpg
mizoram,Kawtchhuah Ropui,Champhai,mizoram_champhai_kawtchhuah_ropui.jpg
punjab,Gurudwara Talhan Sahib Ji,Jalandhar,punjab_jalandhar_gurudwara_talhan_sahib_ji.jpg
punjab,Geeta Mandir,Jalandhar,punjab_jalandhar_geeta_mandir.jpg
himachal-pradesh,Summer Hill,Shimla,himachal-pradesh_shimla_summer_hill.jpg
himachal-pradesh,Kufri,Shimla,himachal-pradesh_shimla_kufri.jpg
himachal-pradesh,Mall Road,Shimla,himachal-pradesh_shimla_mall_road.jpg
himachal-pradesh,Sangla Valley,Shimla,himachal-pradesh_shimla_sangla_valley.jpg
maharashtra,Vishrambaug Wada,Pune,maharashtra_pune_vishrambaug_wada.jpg
kerala,Pampadum Shola National Park,Munnar,kerala_munnar_pampadum_shola_national_park.jpg
kerala,Anayirankal,Munnar,kerala_munnar_anayirankal.jpg
kerala,Mattupetty Dam,Munnar,kerala_munnar_mattupetty_dam.jpg
gujarat,Sabarmati Riverfront,Ahmedabad,gujarat_ahmedabad_sabarmati_riverfront.jpg
kerala,CSI Church,Munnar,kerala_munnar_csi_church.jpg
kerala,Tea Museum,Munnar,kerala_munnar_tea_museum.jpg
west-bengal,Sandakphu,Darjeeling,west-bengal_darjeeling_sandakphu.jpg
west-bengal,Chalsa,Darjeeling,west-bengal_darjeeling_chalsa.jpg
west-bengal,Kurseong,Darjeeling,west-bengal_darjeeling_kurseong.jpg
tripura,Sukanta Academy,Agartala,tripura_agartala_sukanta_academy.jpg
odisha,Netaji Birth Place Museum,Cuttack,odisha_cuttack_netaji_birth_place_museum.jpg
assam,Jokai Botanical Garden,Dibrugarh,assam_dibrugarh_jokai_botanical_garden.jpg
rajasthan,Arna Jharna,Jodhpur,rajasthan_jodhpur_arna_jharna.jpg
rajasthan,Mahamandir Temple,Jodhpur,rajasthan_jodhpur_mahamandir_temple.jpg
odisha,Ansupa Lake,Cuttack,odisha_cuttack_ansupa_lake.jpg
kerala,Thazhathangady Juma Masjid,Kumarakom,kerala_kumarakom_thazhathangady_juma_masjid.jpg
tamil-nadu,Thol Isai Kalanjiyam,Chennai,tamil-nadu_chennai_thol_isai_kalanjiyam.jpg
chhattisgarh,Kutaghat Dam,Bilaspur,chhattisgarh_bilaspur_kutaghat_dam.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Daman Ganga Riverfront,Silvassa,dadra-and-nagar-haveli-and-daman-and-diu_silvassa_daman_ganga_riverfront.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Dudhni Lake,Silvassa,dadra-and-nagar-haveli-and-daman-and-diu_silvassa_dudhni_lake.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Vanganga Lake Garden,Silvassa,dadra-and-nagar-haveli-and-daman-and-diu_silvassa_vanganga_lake_garden.jpg
rajasthan,Nawal Sagar,Bundi,rajasthan_bundi_nawal_sagar.jpg
punjab,Hardys World,Ludhiana,punjab_ludhiana_hardys_world.jpg
karnataka,Cave Temples,Badami,karnataka_badami_cave_temples.jpg
karnataka,Bhutanatha Temple,Badami,karnataka_badami_bhutanatha_temple.jpg
tamil-nadu,BM Birla Planetarium,Chennai,tamil-nadu_chennai_bm_birla_planetarium.jpg
sikkim,Seven Sisters Waterfalls,Gangtok,sikkim_gangtok_seven_sisters_waterfalls.jpg
sikkim,Lingdum Monastery,Gangtok,sikkim_gangtok_lingdum_monastery.jpg
sikkim,Ganesh Tok,Gangtok,sikkim_gangtok_ganesh_tok.jpg
odisha,Ananta Vasudeva Temple,Bhubaneswar,odisha_bhubaneswar_ananta_vasudeva_temple.jpg
odisha,Dhauligiri Hills,Bhubaneswar,odisha_bhubaneswar_dhauligiri_hills.jpg
tamil-nadu,Ashtalakshmi Temple,Chennai,tamil-nadu_chennai_ashtalakshmi_temple.jpg
tamil-nadu,Annai Velankanni Church,Chennai,tamil-nadu_chennai_annai_velankanni_church.jpg
tamil-nadu,Kapaleeswarar Temple,Chennai,tamil-nadu_chennai_kapaleeswarar_temple.jpg
tamil-nadu,Valluvar Kottam Kodambakkam,Chennai,tamil-nadu_chennai_valluvar_kottam_kodambakkam.jpg
tamil-nadu,Arignar Anna Zoological Park,Chennai,tamil-nadu_chennai_arignar_anna_zoological_park.jpg
mizoram,Vantawng Khawthla,Aizawl,mizoram_aizawl_vantawng_khawthla.jpg
bihar,Martyr’s Memorial,Patna,Sahid_Smarak.jpeg
madhya-pradesh,Orchha Fort,Orchha,madhya-pradesh_orchha_orchha_fort.jpg
arunachal-pradesh,Nuranang Falls,Tawang,arunachal-pradesh_tawang_nuranang_falls.jpg
arunachal-pradesh,Gyangong Ani Gompa,Tawang,arunachal-pradesh_tawang_gyangong_ani_gompa.jpg
arunachal-pradesh,Khinmey Gompa,Tawang,arunachal-pradesh_tawang_khinmey_gompa.jpg
arunachal-pradesh,Giant Buddha Statue,Tawang,arunachal-pradesh_tawang_giant_buddha_statue.jpg
arunachal-pradesh,Singsur Ani Gompa,Tawang,arunachal-pradesh_tawang_singsur_ani_gompa.jpg
arunachal-pradesh,Bumla Pass,Tawang,arunachal-pradesh_tawang_bumla_pass.jpg
punjab,Gurdwara Mata Kaulan,Amritsar,punjab_amritsar_gurdwara_mata_kaulan.jpg
andhra-pradesh,ISKCON Temple,Visakhapatnam,andhra-pradesh_visakhapatnam_iskcon_temple.jpg
andhra-pradesh,Sri Venkateswara Swamy Konda Temple,Visakhapatnam,andhra-pradesh_visakhapatnam_sri_venkateswara_swamy_konda_temple.jpg
rajasthan,Govind Dev Ji Temple,Jaipur,rajasthan_jaipur_govind_dev_ji_temple.jpg
rajasthan,Galta Ji Temple,Jaipur,rajasthan_jaipur_galta_ji_temple.jpg
gujarat,Kalo Dungar,Kutch,gujarat_kutch_kalo_dungar.jpg
karnataka,Rosario Cathedral,Mangalore,karnataka_mangalore_rosario_cathedral.jpg
chandigarh,Hibiscus Garden,Chandigarh,chandigarh_chandigarh_hibiscus_garden.jpg
delhi,National Rose Garden,Delhi,delhi_delhi_national_rose_garden.jpg
delhi,Mehrauli Archaeological Park,Delhi,delhi_delhi_mehrauli_archaeological_park.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Church of Our Lady of the Sea,Daman,dadra-and-nagar-haveli-and-daman-and-diu_daman_church_of_our_lady_of_the_sea.jpg
arunachal-pradesh,Urgelling Monastery,Tawang,arunachal-pradesh_tawang_urgelling_monastery.jpg
karnataka,Polali Rajarajeshwari Temple,Mangalore,karnataka_mangalore_polali_rajarajeshwari_temple.jpg
himachal-pradesh,Sankat Mochan Temple,Shimla,himachal-pradesh_shimla_sankat_mochan_temple.jpg
karnataka,Kudle Beach,Gokarna,karnataka_gokarna_kudle_beach.jpg
karnataka,Dandeli National Park,Dharwad,karnataka_dharwad_dandeli_national_park.jpg
himachal-pradesh,Retreat Building,Shimla,himachal-pradesh_shimla_retreat_building.jpg
andhra-pradesh,Archaeology Museum,Visakhapatnam,andhra-pradesh_visakhapatnam_archaeology_museum.jpg
andhra-pradesh,Hamsavanam Punyakshetram Ramadri,Visakhapatnam,andhra-pradesh_visakhapatnam_hamsavanam_punyakshetram_ramadri.jpg
tamil-nadu,Adyar Eco Park,Chennai,tamil-nadu_chennai_adyar_eco_park.jpg
tamil-nadu,San Thome Basilica,Chennai,tamil-nadu_chennai_san_thome_basilica.jpg
andhra-pradesh,Varaha Lakshmi Narasimha Temple,Visakhapatnam,andhra-pradesh_visakhapatnam_varaha_lakshmi_narasimha_temple.jpg
andhra-pradesh,Bojjana Konda,Visakhapatnam,andhra-pradesh_visakhapatnam_bojjana_konda.jpg
andhra-pradesh,Kailasagiri,Visakhapatnam,andhra-pradesh_visakhapatnam_kailasagiri.jpg
dadra-and-nagar-haveli-and-daman-and-diu,Church of Our Lady of Piety,Silvassa,dadra-and-nagar-haveli-and-daman-and-diu_silvassa_church_of_our_lady_of_piety.jpg
arunachal-pradesh,Polo Park,Itanagar,arunachal-pradesh_itanagar_polo_park.jpg
himachal-pradesh,Gorton Castle,Shimla,himachal-pradesh_shimla_gorton_castle.jpg
tamil-nadu,Parthasarathy Temple,Chennai,tamil-nadu_chennai_parthasarathy_temple.jpg
tamil-nadu,Kalikambal Kamadeswarar Temple,Chennai,tamil-nadu_chennai_kalikambal_kamadeswarar_temple.jpg
rajasthan,Kaylana Lake,Jodhpur,rajasthan_jodhpur_kaylana_lake.jpg
chhattisgarh,Doodhadhari Monastery and Temple,Raipur,chhattisgarh_raipur_doodhadhari_monastery_and_temple.jpg
tamil-nadu,Dr. MGR Memorial House,Chennai,tamil-nadu_chennai_dr._mgr_memorial_house.jpg
karnataka,Shree Gopal Krishna Temple,Gokarna,karnataka_gokarna_shree_gopal_krishna_temple.jpg
rajasthan,Shri Mandaleshwar Mahadev Temple,Jodhpur,rajasthan_jodhpur_shri_mandaleshwar_mahadev_temple.jpg
rajasthan,Mandore,Jodhpur,rajasthan_jodhpur_mandore.jpg
rajasthan,Umaid Bhawan,Jodhpur,rajasthan_jodhpur_umaid_bhawan.jpg
delhi,ISKCON Temple,Delhi,delhi_delhi_iskcon_temple.jpg
delhi,National Police Memorial,Delhi,delhi_delhi_national_police_memorial.jpg
delhi,Talkatora Garden,Delhi,delhi_delhi_talkatora_garden.jpg
delhi,Buddha Jayanti Park,Delhi,delhi_delhi_buddha_jayanti_park.jpg
delhi,Waste to Wonder Park,Delhi,delhi_delhi_waste_to_wonder_park.jpg
delhi,Nehru Park,Delhi,delhi_delhi_nehru_park.jpg
delhi,India Gate,Delhi,delhi_delhi_india_gate.jpg
delhi,Gurudwara Bangla Sahib,Delhi,delhi_delhi_gurudwara_bangla_sahib.jpg
delhi,National Crafts Museum & Hastkala Academy,Delhi,national-crafts-museum-delhi
himachal-pradesh,Tara Devi,Shimla,himachal-pradesh_shimla_tara_devi.jpg
himachal-pradesh,Shoghi,Shimla,himachal-pradesh_shimla_shoghi.jpg
maharashtra,Ved Temple,Nashik,maharashtra_nashik_ved_temple.jpg
maharashtra,Gargoti Museum,Nashik,maharashtra_nashik_gargoti_museum.jpg
maharashtra,Kalaram Temple,Nashik,maharashtra_nashik_kalaram_temple.jpg
maharashtra,Pandavleni Caves,Nashik,maharashtra_nashik_pandavleni_caves.jpg
himachal-pradesh,Hatu Peak,Shimla,himachal-pradesh_shimla_hatu_peak.jpg
telangana,Lumbini Park,Hyderabad,telangana_hyderabad_lumbini_park.jpg
telangana,Nagarjuna Sagar Dam,Hyderabad,telangana_hyderabad_nagarjuna_sagar_dam.jpg
odisha,Pathani Samanta Planetarium,Bhubaneswar,odisha_bhubaneswar_pathani_samanta_planetarium.jpg
odisha,Nandankanan,Bhubaneswar,odisha_bhubaneswar_nandankanan.jpg
karnataka,Koti Teertha (Holy Pond),Gokarna,karnataka_gokarna_koti_teertha_holy_pond.jpg
telangana,Paigah Tombs,Hyderabad,telangana_hyderabad_paigah_tombs.jpg
telangana,Spanish Mosque,Hyderabad,telangana_hyderabad_spanish_mosque.jpg
madhya-pradesh,Bhojeshwar Temple,Bhopal,madhya-pradesh_bhopal_bhojeshwar_temple.jpg
odisha,Kantilo,Bhubaneswar,odisha_bhubaneswar_kantilo.jpg
himachal-pradesh,Norbulingka Institute,Kangra,himachal-pradesh_kangra_norbulingka_institute.jpg
andhra-pradesh,Undavalli Caves,Guntur,andhra-pradesh_guntur_undavalli_caves.jpg
odisha,Rajarani Temple,Bhubaneswar,odisha_bhubaneswar_rajarani_temple.jpg
rajasthan,Bada Bagh,Jaisalmer,rajasthan_jaisalmer_bada_bagh.jpg
rajasthan,Jaigarh Fort,Jaipur,rajasthan_jaipur_jaigarh_fort.jpg
rajasthan,Birla Temple,Jaipur,rajasthan_jaipur_birla_temple.jpg
rajasthan,Digambar Jain Mandir,Jaipur,rajasthan_jaipur_digambar_jain_mandir.jpg
rajasthan,Gaitore,Jaipur,rajasthan_jaipur_gaitore.jpg
rajasthan,Jaipur Wax Museum,Jaipur,rajasthan_jaipur_jaipur_wax_museum.jpg
rajasthan,Sambhar Lake,Jaipur,rajasthan_jaipur_sambhar_lake.jpg
rajasthan,City Palace,Jaipur,rajasthan_jaipur_city_palace.jpg
himachal-pradesh,Chamunda Devi Temple,Chamba,himachal-pradesh_chamba_chamunda_devi_temple.jpg
himachal-pradesh,Brajeshwari Temple,Chamba,himachal-pradesh_chamba_brajeshwari_temple.jpg
himachal-pradesh,Masroor Temple,Chamba,himachal-pradesh_chamba_masroor_temple.jpg
himachal-pradesh,Akhand Chandi Palace,Chamba,himachal-pradesh_chamba_akhand_chandi_palace.jpg
odisha,Sabara Srikhetra Temple,Koraput,odisha_koraput_sabara_srikhetra_temple.jpg
haryana,Brahma Sarovar,Kurukshetra,haryana_kurukshetra_brahma_sarovar.jpg
kerala,Santa Cruz Basilica,Kochi,kerala_kochi_santa_cruz_basilica.jpg
haryana,Sheetla Mata Mandir,Gurugram,haryana_gurugram_sheetla_mata_mandir.jpg
